Вектор Мощи,Скорость перехода через портал,Приток Силы Потока,Ритм магического ядра,Поток Энергий,Сила Левого Потока,Сила Правого Потока,Пламя Стихий,Приток давления Выдоха Истока,Давление выдоха Истока,Печать Чародея,Эмульсия Истока,Дыхание Истока,Тип Вектора Мощи
9.3,13.88988,72770.691,372.8443208477918,9743.142,645.094,645.094,1048.728,4.531,22.591,87.058,1.723,0.995,3
8.206,12.34656,50994.04,323.321720333174,9306.87,438.009,438.009,928.616,3.588,18.565,60.814,1.204,0.974,3
6.175,9.25992,29795.49,241.61685411469253,8835.658,246.274,246.274,765.688,2.499,13.061,33.623,0.666,0.966,2
3.144,4.6299600000000005,8377.299,145.21980625292284,7078.975,60.331,60.331,592.645,1.391,7.546,12.576,0.249,0.97,1
6.175,9.25992,29793.467,241.62690721118403,8830.124,246.225,246.225,789.879,2.501,13.269,35.118,0.695,0.955,2
9.3,13.88988,72774.288,372.8467294021595,9776.295,645.016,645.016,1088.473,4.494,22.481,90.03,1.782,0.962,3
6.175,9.25992,29761.687,241.5706727026848,8795.244,245.957,245.957,773.146,2.513,13.325,34.28,0.679,0.987,2
8.206,12.34656,50993.594,323.3191023392959,9300.729,437.995,437.995,913.421,3.595,18.517,59.74,1.183,0.989,3
4.161,6.17328,14724.233,162.0504700155097,7798.77,113.775,113.775,649.721,1.657,8.922,17.571,0.348,0.956,1
4.161,6.17328,14721.175,162.04963225746872,7762.726,113.771,113.771,634.91,1.66,8.888,16.935,0.335,0.977,1
3.144,4.6299600000000005,8376.524,145.21938737390235,7069.66,60.325,60.325,582.908,1.391,7.508,12.191,0.241,0.981,1
3.144,4.6299600000000005,8376.288,145.2191779343921,7065.234,60.325,60.325,582.028,1.391,7.509,12.158,0.241,0.983,1
6.175,9.25992,29761.513,241.565646154439,8799.373,246.017,246.017,776.781,2.511,13.329,34.478,0.683,0.982,2
3.144,4.6299600000000005,8377.365,145.21980625292284,7090.56,60.336,60.336,574.177,1.39,7.437,11.826,0.234,0.983,1
5.14,7.7166,21625.664,201.51515692990463,8468.413,175.261,175.261,693.467,2.088,11.08,24.456,0.484,0.993,2
2.088,3.08664,2805.663,142.63542741632472,6780.048,25.466,25.466,506.568,1.197,6.489,10.846,0.137,0.972,0
5.14,7.7166,21629.377,201.5133766940676,8474.44,175.266,175.266,715.675,2.085,11.199,25.626,0.507,0.974,2
3.144,4.6299600000000005,8375.843,145.21886377512678,7064.751,60.321,60.321,566.643,1.391,7.429,11.533,0.228,0.997,1
5.14,7.7166,21631.144,201.51463333112903,8482.636,175.247,175.247,709.912,2.083,11.116,25.281,0.5,0.972,2
7.148,10.80324,38986.714,280.4481959501238,9128.893,332.258,332.258,846.507,2.968,15.674,45.395,0.899,0.959,3
5.14,7.7166,21637.909,201.51777492378267,8508.866,175.305,175.305,703.934,2.074,10.938,24.845,0.492,0.958,2
1.138,1.54332,2153.341,139.01715043743027,6623.662,6.305,6.305,529.732,1.165,6.342,25.126,0.174,0.973,0
8.206,12.34656,50995.647,323.3317734296654,9325.777,438.073,438.073,931.663,3.558,18.209,60.524,1.198,0.95,3
1.138,1.54332,4937.706,147.45588718399293,6708.169,10.888,10.888,569.513,1.273,6.795,0.0,0.213,0.983,0
2.088,3.08664,2852.06,143.09263386717717,6828.693,26.272,26.272,500.618,1.199,6.426,8.309,0.131,0.965,0
7.148,12.34656,38983.827,280.44788179085845,9133.54,332.14,332.14,828.695,2.963,15.452,44.08,0.873,0.964,3
9.3,13.88988,72759.716,372.8411792551382,9736.317,644.733,644.733,1068.169,4.541,22.957,89.092,1.764,0.989,3
5.14,12.34656,21638.807,201.51767020402752,8510.904,175.322,175.322,706.46,2.074,10.944,24.972,0.494,0.955,2
4.161,6.17328,14719.789,162.0494228179585,7749.806,113.732,113.732,623.666,1.661,8.838,16.429,0.325,0.989,1
2.088,3.08664,6744.603,144.87978120804928,6803.264,29.515,29.515,593.512,1.329,7.128,4.526,0.249,0.986,0
3.144,4.6299600000000005,8377.372,145.21980625292284,7089.945,60.339,60.339,576.605,1.39,7.45,11.925,0.236,0.981,1
7.148,10.80324,38989.401,280.44735819208285,9128.616,332.27,332.27,827.045,2.97,15.526,44.07,0.873,0.971,3
2.088,3.08664,4117.676,145.56066905583734,6852.802,30.679,30.679,523.671,1.247,6.637,0.0,0.156,0.97,0
8.206,12.34656,50994.797,323.32632800239924,9315.953,438.007,438.007,928.745,3.574,18.38,60.569,1.199,0.963,3
7.148,10.80324,39000.116,280.4456826760009,9122.065,332.389,332.389,809.638,2.98,15.504,43.002,0.851,0.99,3
7.148,10.80324,39006.299,280.4407608475103,9115.897,332.371,332.371,828.46,2.987,15.764,44.438,0.88,0.986,3
4.161,6.17328,14717.137,162.0480614611419,7704.397,113.73,113.73,628.197,1.665,8.946,16.691,0.33,1.0,1
4.161,12.34656,14719.259,162.0491086586931,7741.23,113.74,113.74,623.197,1.662,8.849,16.417,0.325,0.992,1
4.161,6.17328,14724.119,162.0504700155097,7799.862,113.797,113.797,644.828,1.656,8.889,17.347,0.343,0.959,1
5.14,7.7166,21627.569,201.5147380508841,8473.153,175.222,175.222,701.801,2.086,11.111,24.886,0.493,0.984,2
7.148,10.80324,38992.45,280.44599683526627,9124.499,332.262,332.262,840.387,2.974,15.704,45.073,0.892,0.968,3
7.148,12.34656,38995.496,280.447462911838,9125.979,332.334,332.334,806.626,2.975,15.411,42.711,0.846,0.987,3
8.206,12.34656,50993.004,323.3159607466424,9295.756,438.03,438.03,905.913,3.602,18.532,59.259,1.173,0.999,3
7.148,10.80324,38981.432,280.44851010938913,9133.432,332.108,332.108,852.658,2.962,15.644,45.717,0.905,0.95,3
7.148,10.80324,38986.552,280.44735819208285,9130.0,332.243,332.243,835.826,2.967,15.57,44.643,0.884,0.964,3
9.3,13.88988,72774.45,372.8481954787312,9786.134,644.966,644.966,1096.883,4.483,22.403,90.554,1.793,0.954,3
4.161,6.17328,14719.015,162.0484803401624,7724.829,113.745,113.745,637.362,1.663,8.969,17.091,0.338,0.987,1
2.088,3.08664,6427.819,141.951293256128,6756.707,24.361,24.361,591.894,1.312,7.068,19.192,0.258,0.996,0
7.148,10.80324,38987.859,280.4469393130624,9127.933,332.241,332.241,843.409,2.97,15.667,45.205,0.895,0.962,3
5.14,7.7166,21627.0,201.513690853333,8468.747,175.248,175.248,709.564,2.087,11.188,25.324,0.501,0.982,2
1.138,1.54332,6884.077,144.39712785670278,6695.059,9.167,9.167,626.616,1.325,7.099,1.335,0.285,0.981,0
1.138,1.54332,5094.711,142.6314480656302,6624.449,8.152,8.152,586.493,1.269,6.86,12.657,0.242,0.997,0
4.161,6.17328,14723.164,162.05036529575457,7791.442,113.78,113.78,636.849,1.657,8.852,16.992,0.336,0.967,1
3.144,4.6299600000000005,8381.574,145.2223195270457,7171.969,60.382,60.382,584.783,1.386,7.394,12.21,0.242,0.952,1
1.138,1.54332,1665.932,144.6581942062161,6651.34,9.206,9.206,474.1,1.155,6.161,1.839,0.102,0.996,0
2.088,3.08664,2891.796,143.5554951848061,6769.832,27.066,27.066,504.554,1.203,6.523,6.108,0.131,0.977,0
4.161,6.17328,14724.099,162.0502605759994,7793.049,113.796,113.796,653.728,1.657,8.957,17.759,0.352,0.955,1
2.088,3.08664,3675.669,141.00766354274475,6827.141,22.721,22.721,537.99,1.223,6.587,20.869,0.182,0.958,0
7.148,10.80324,38981.209,280.4488242686545,9133.925,332.094,332.094,849.892,2.962,15.613,45.518,0.901,0.951,3
8.206,12.34656,50994.142,323.32234865170466,9306.737,437.952,437.952,926.886,3.588,18.548,60.677,1.201,0.975,3
2.088,3.08664,2981.079,141.9432298349838,6828.559,24.288,24.288,510.599,1.201,6.447,14.74,0.147,0.962,0
2.088,3.08664,2875.796,142.40755722918436,6819.479,25.084,25.084,505.662,1.198,6.44,12.135,0.139,0.965,0
1.138,1.54332,7306.094,142.82224745945825,6703.555,8.378,8.378,654.516,1.331,7.186,10.366,0.318,0.966,0
9.3,13.88988,72769.679,372.8447397268122,9763.188,644.786,644.786,1083.734,4.51,22.668,89.921,1.78,0.97,3
5.14,7.7166,21633.158,201.51714660525192,8494.294,175.309,175.309,694.693,2.079,10.951,24.41,0.483,0.974,2
7.148,10.80324,39011.597,280.4383522931426,9114.364,332.406,332.406,810.921,2.99,15.652,43.254,0.856,0.999,3
5.14,7.7166,21633.659,201.51557580892512,8491.938,175.315,175.315,707.728,2.08,11.052,25.123,0.497,0.967,2
4.161,6.17328,14725.62,162.05141249330575,7827.791,113.798,113.798,640.236,1.654,8.814,17.106,0.339,0.954,1
5.14,7.7166,21636.483,201.5170418854968,8503.196,175.319,175.319,705.179,2.076,10.976,24.937,0.494,0.961,2
2.088,3.08664,6925.244,144.04233732635737,6815.083,28.032,28.032,597.394,1.331,7.114,8.977,0.259,0.984,0
6.175,9.25992,29762.196,241.5658555939493,8798.222,245.95,245.95,765.082,2.512,13.249,33.771,0.669,0.99,2
3.144,4.6299600000000005,8377.208,145.21980625292284,7087.712,60.337,60.337,576.169,1.39,7.451,11.909,0.236,0.982,1
8.206,12.34656,50993.084,323.3184740207652,9307.233,438.053,438.053,901.38,3.584,18.245,58.568,1.159,0.987,3
7.148,10.80324,38981.595,280.44767235134816,9135.508,332.126,332.126,831.4,2.961,15.439,44.224,0.876,0.96,3
4.161,6.17328,14717.057,162.0479567413868,7700.759,113.731,113.731,631.212,1.666,8.972,16.835,0.333,0.999,1
3.144,4.6299600000000005,8375.414,145.21865433561652,7042.507,60.31,60.31,589.235,1.392,7.575,12.461,0.247,0.983,1
3.144,4.6299600000000005,8379.411,145.22106288998427,7129.017,60.356,60.356,581.648,1.388,7.429,12.108,0.24,0.966,1
9.3,13.88988,72764.62,372.844530287302,9769.895,644.754,644.754,1100.487,4.505,22.766,91.34,1.808,0.96,3
7.148,12.34656,39002.247,280.44337884138827,9118.862,332.308,332.308,825.63,2.983,15.688,44.179,0.875,0.984,3
2.088,3.08664,3675.563,145.14995817625802,6785.816,29.911,29.911,519.344,1.233,6.657,0.0,0.147,0.98,0
8.206,12.34656,50997.502,323.3354386210947,9322.912,438.025,438.025,939.722,3.566,18.376,61.281,1.213,0.95,3
1.138,1.54332,1210.544,145.1559272022998,6750.075,9.627,9.627,470.191,1.136,6.03,0.0,0.091,0.957,0
6.175,9.25992,29791.398,241.63497063232825,8822.459,246.207,246.207,784.538,2.504,13.271,34.839,0.69,0.963,2
2.088,12.34656,2889.115,142.11078144317526,6788.234,24.564,24.564,512.382,1.199,6.496,14.081,0.146,0.968,0
4.161,6.17328,14716.791,162.0474331426112,7689.682,113.72,113.72,639.067,1.667,9.043,17.211,0.341,0.997,1
3.144,4.6299600000000005,8377.814,145.2201204121882,7086.829,60.337,60.337,599.574,1.39,7.572,12.847,0.254,0.962,1
9.3,12.34656,72776.337,372.8450538860776,9754.991,644.792,644.792,1051.976,4.517,22.412,87.076,1.724,0.988,3
2.088,3.08664,6691.018,142.5159421757332,6790.44,25.346,25.346,593.788,1.32,7.068,16.5,0.26,0.99,0
9.3,13.88988,72760.413,372.8411792551382,9731.17,644.702,644.702,1058.055,4.547,22.921,88.242,1.747,0.996,3
2.088,3.08664,3055.82,141.65231835526137,6773.439,23.784,23.784,520.789,1.204,6.548,16.644,0.157,0.97,0
5.14,7.7166,21632.334,201.51410973235343,8484.736,175.282,175.282,716.949,2.082,11.152,25.648,0.508,0.966,2
3.144,12.34656,8378.675,145.22053929120867,7116.174,60.35,60.35,575.329,1.389,7.412,11.859,0.235,0.975,1
9.3,13.88988,72762.624,372.842750051465,9762.364,645.059,645.059,1096.54,4.514,22.854,91.163,1.805,0.965,3
1.138,12.34656,422.257,141.56204992634824,6666.25,7.638,7.638,455.815,1.101,5.929,5.491,0.076,0.966,0
1.138,1.54332,2036.444,146.6216896147097,6677.161,10.404,10.404,496.391,1.171,6.304,0.0,0.121,0.978,0
3.144,4.6299600000000005,8373.924,145.21708353928972,7016.115,60.291,60.291,585.178,1.394,7.587,12.313,0.244,0.994,1
3.144,4.6299600000000005,8379.057,145.220853450474,7113.97,60.35,60.35,595.683,1.389,7.519,12.677,0.251,0.958,1
7.148,10.80324,39006.685,280.44191276481666,9117.186,332.48,332.48,813.084,2.986,15.619,43.345,0.858,0.994,3
3.144,4.6299600000000005,8375.782,145.21886377512678,7061.246,60.317,60.317,570.994,1.392,7.456,11.713,0.232,0.994,1
4.161,6.17328,14718.54,162.0484803401624,7723.636,113.741,113.741,630.832,1.663,8.929,16.791,0.332,0.992,1
7.148,10.80324,39002.76,280.4425410833473,9117.754,332.405,332.405,832.773,2.984,15.764,44.695,0.885,0.981,3
7.148,10.80324,38997.398,280.44683459330724,9124.535,332.275,332.275,806.328,2.977,15.434,42.72,0.846,0.989,3
1.138,12.34656,3903.332,148.08315851715966,6708.929,11.236,11.236,540.627,1.24,6.613,0.0,0.178,0.983,0
3.144,4.6299600000000005,8377.157,145.21970153316772,7084.561,60.337,60.337,579.395,1.39,7.471,12.041,0.238,0.98,1
7.148,10.80324,38992.095,280.447462911838,9127.785,332.232,332.232,815.749,2.972,15.451,43.308,0.857,0.979,3
9.3,13.88988,72759.92,372.8424358921996,9749.72,644.87,644.87,1086.147,4.527,22.947,90.494,1.791,0.975,3
1.138,1.54332,4201.767,137.72092930855908,6638.571,5.643,5.643,591.549,1.23,6.688,32.229,0.252,0.97,0
1.138,1.54332,268.738,139.9297831032981,6712.894,6.807,6.807,455.614,1.093,5.836,12.542,0.082,0.953,0
9.3,13.88988,72769.11,372.84714828118,9783.167,644.773,644.773,1105.365,4.489,22.578,91.441,1.81,0.952,3
6.175,9.25992,29762.067,241.57077742243987,8788.101,245.949,245.949,760.134,2.516,13.269,33.525,0.664,1.0,2
2.088,3.08664,6248.706,141.7003847228613,6812.952,23.968,23.968,617.065,1.304,7.112,21.388,0.274,0.955,0
8.206,12.34656,50993.487,323.3202542566023,9308.299,437.98,437.98,908.728,3.583,18.307,59.144,1.171,0.982,3
7.148,10.80324,39002.714,280.44390244016387,9119.526,332.319,332.319,816.283,2.983,15.602,43.518,0.862,0.989,3
5.14,7.7166,21632.011,201.51683244598647,8490.532,175.262,175.262,694.087,2.08,10.967,24.393,0.483,0.977,2
8.206,12.34656,50994.515,323.3255949641134,9317.588,438.03,438.03,924.626,3.57,18.298,60.185,1.191,0.963,3
4.161,6.17328,14722.944,162.0501558562443,7783.999,113.786,113.786,642.938,1.658,8.904,17.279,0.342,0.965,1
8.206,12.34656,50997.329,323.3341819840332,9316.83,437.988,437.988,940.087,3.575,18.506,61.486,1.217,0.957,3
8.206,12.34656,50990.337,323.30370853529337,9298.47,438.03,438.03,924.931,3.6,18.692,60.741,1.202,0.986,3
7.148,10.80324,38976.413,280.4475676315932,9141.512,332.08,332.08,829.462,2.953,15.319,43.966,0.87,0.954,3
4.161,6.17328,14723.367,162.0502605759994,7788.603,113.775,113.775,643.856,1.657,8.902,17.316,0.343,0.963,1
7.148,10.80324,38992.667,280.4470440328176,9126.205,332.202,332.202,823.734,2.973,15.542,43.893,0.869,0.976,3
5.14,12.34656,21635.649,201.51735604476207,8502.04,175.3,175.3,700.27,2.077,10.948,24.678,0.488,0.965,2
6.175,9.25992,29792.277,241.6305724026132,8825.651,246.275,246.275,784.484,2.503,13.253,34.818,0.689,0.961,2
3.144,12.34656,8380.127,145.22148176900473,7138.99,60.36,60.36,591.391,1.388,7.467,12.492,0.247,0.955,1
3.144,4.6299600000000005,8380.569,145.22169120851498,7153.2,60.372,60.372,581.181,1.387,7.398,12.076,0.239,0.96,1
9.3,13.88988,72762.395,372.84337836999566,9765.896,644.882,644.882,1099.977,4.51,22.834,91.396,1.809,0.962,3
8.206,12.34656,50992.892,323.31627490590773,9299.249,437.935,437.935,899.308,3.596,18.386,58.618,1.16,0.998,3
1.138,12.34656,497.812,142.27686697479504,6676.226,8.059,8.059,461.178,1.105,5.971,2.102,0.078,0.959,0
3.144,4.6299600000000005,8375.205,145.21844489610626,7050.722,60.313,60.313,567.675,1.392,7.452,11.583,0.229,1.0,1
2.088,3.08664,2903.335,142.15172686742704,6805.554,24.646,24.646,509.954,1.199,6.469,13.611,0.144,0.966,0
4.161,6.17328,14717.311,162.0480614611419,7704.622,113.727,113.727,629.49,1.665,8.954,16.751,0.332,0.999,1
5.14,7.7166,21624.604,201.5133766940676,8461.392,175.229,175.229,706.943,2.09,11.21,25.216,0.499,0.989,2
8.206,12.34656,50993.02,323.3177409824794,9304.25,438.092,438.092,900.781,3.588,18.3,58.602,1.16,0.991,3
1.138,1.54332,3020.158,137.51337475391196,6636.29,5.52,5.52,557.11,1.192,6.467,31.573,0.212,0.971,0
3.144,4.6299600000000005,8376.576,145.21938737390235,7068.716,60.327,60.327,586.632,1.391,7.528,12.342,0.244,0.978,1
8.206,12.34656,50994.417,323.3264327221543,9323.955,438.101,438.101,923.405,3.56,18.15,59.901,1.186,0.956,3
2.088,3.08664,6881.738,143.0762975853785,6788.781,26.33,26.33,598.855,1.328,7.118,14.058,0.264,0.99,0
4.161,6.17328,14716.254,162.04722370310094,7681.388,113.711,113.711,638.629,1.668,9.055,17.201,0.341,1.0,1
8.206,12.34656,50997.29,323.334915022319,9322.654,438.113,438.113,938.022,3.565,18.359,61.146,1.211,0.951,3
4.161,6.17328,14725.672,162.05120305379552,7822.975,113.813,113.813,648.143,1.654,8.872,17.472,0.346,0.95,1
5.14,7.7166,21626.126,201.5139002928432,8466.829,175.249,175.249,705.574,2.088,11.171,25.118,0.497,0.986,2
5.14,12.34656,21638.984,201.5164135669661,8508.44,175.35,175.35,715.255,2.074,11.016,25.452,0.504,0.951,2
4.161,6.17328,14717.321,162.04764258212143,7696.111,113.721,113.721,640.393,1.666,9.04,17.265,0.342,0.994,1
7.148,10.80324,38986.278,280.4483006698789,9132.124,332.177,332.177,821.672,2.966,15.422,43.627,0.864,0.97,3
6.175,9.25992,29761.72,241.57088214219496,8787.068,245.946,245.946,765.953,2.516,13.317,33.887,0.671,0.997,2
9.3,13.88988,72764.464,372.8443208477918,9773.799,644.945,644.945,1106.032,4.501,22.768,91.76,1.816,0.956,3
2.088,3.08664,6811.537,142.7349111836884,6813.786,25.778,25.778,632.395,1.324,7.236,17.105,0.289,0.954,0
9.3,13.88988,72770.692,372.84494916632246,9761.479,645.118,645.118,1078.635,4.512,22.634,89.476,1.771,0.973,3
3.144,4.6299600000000005,8376.647,145.21938737390235,7063.996,60.327,60.327,596.269,1.391,7.584,12.729,0.252,0.971,1
7.148,12.34656,38999.258,280.4455779562458,9121.944,332.401,332.401,816.202,2.979,15.558,43.461,0.861,0.986,3
7.148,10.80324,38984.154,280.447462911838,9131.428,332.227,332.227,843.016,2.965,15.602,45.104,0.893,0.958,3
4.161,6.17328,14722.883,162.04963225746872,7771.517,113.769,113.769,655.858,1.659,9.008,17.88,0.354,0.96,1
6.175,9.25992,29795.463,241.61769187273347,8835.831,246.314,246.314,770.426,2.499,13.095,33.911,0.671,0.963,2
9.3,13.88988,72753.517,372.83751406370897,9721.011,644.684,644.684,1061.13,4.558,23.133,88.768,1.757,0.999,3
1.138,1.54332,2669.622,137.42593375838703,6638.768,5.502,5.502,551.322,1.18,6.42,31.318,0.204,0.966,0
2.088,3.08664,4812.655,140.77738480123662,6808.142,22.352,22.352,576.458,1.259,6.841,23.763,0.228,0.958,0
8.206,12.34656,50992.413,323.3133427527644,9296.186,437.995,437.995,912.689,3.602,18.6,59.803,1.184,0.995,3
6.175,9.25992,29793.672,241.6232420197548,8829.452,246.245,246.245,770.478,2.502,13.129,33.949,0.672,0.967,2
5.14,7.7166,21634.825,201.51452861137392,8492.334,175.317,175.317,718.185,2.079,11.12,25.68,0.508,0.96,2
1.138,1.54332,4142.67,144.4359788858522,6622.104,9.183,9.183,561.663,1.244,6.75,6.122,0.203,0.994,0
2.088,3.08664,3111.545,144.16454528058202,6785.886,28.152,28.152,506.605,1.211,6.547,3.113,0.132,0.976,0
3.144,4.6299600000000005,8379.783,145.22127232949452,7128.124,60.367,60.367,597.175,1.388,7.509,12.728,0.252,0.953,1
4.161,6.17328,14719.551,162.0484803401624,7726.82,113.748,113.748,648.004,1.663,9.035,17.577,0.348,0.979,1
9.3,13.88988,72764.785,372.8426453317099,9745.644,645.018,645.018,1070.034,4.53,22.814,89.048,1.763,0.984,3
9.3,13.88988,72768.67,372.8435878095059,9748.932,645.083,645.083,1064.589,4.526,22.686,88.444,1.751,0.985,3
2.088,3.08664,3294.018,141.22767974825118,6720.327,23.032,23.032,515.528,1.213,6.574,18.553,0.159,0.998,0
8.206,12.34656,50993.527,323.31868346027545,9306.015,437.97,437.97,930.743,3.589,18.607,61.011,1.208,0.974,3
4.161,6.17328,14723.531,162.0500511364892,7785.795,113.791,113.791,650.973,1.658,8.952,17.643,0.349,0.959,1
1.138,1.54332,1363.88,145.6511469242607,6703.643,9.934,9.934,485.198,1.143,6.166,0.0,0.104,0.959,0
5.14,7.7166,21628.837,201.5142144521085,8475.172,175.257,175.257,708.724,2.085,11.147,25.25,0.5,0.978,2
5.14,7.7166,21631.395,201.51358613357783,8481.064,175.242,175.242,719.361,2.083,11.188,25.793,0.511,0.967,2
3.144,4.6299600000000005,8378.418,145.22043457145355,7106.491,60.346,60.346,586.303,1.389,7.48,12.307,0.244,0.968,1
2.088,3.08664,3779.18,140.97425794086158,6861.508,22.667,22.667,536.536,1.225,6.55,21.009,0.183,0.953,0
5.14,7.7166,21631.671,201.51620412745584,8487.87,175.28,175.28,698.331,2.081,11.009,24.635,0.488,0.976,2
6.175,9.25992,29796.81,241.6144455603248,8841.212,246.333,246.333,771.46,2.497,13.074,33.944,0.672,0.959,2
4.161,6.17328,14720.109,162.04868977967263,7736.853,113.759,113.759,644.907,1.662,8.997,17.423,0.345,0.978,1
4.161,6.17328,14721.297,162.0491086586931,7751.072,113.77,113.77,651.683,1.661,9.016,17.715,0.351,0.969,1
2.088,12.34656,4986.075,146.05484158024697,6799.274,31.583,31.583,551.122,1.278,6.883,0.0,0.187,0.982,0
2.088,3.08664,5385.282,146.07096842253543,6771.864,31.616,31.616,562.896,1.292,6.992,0.0,0.202,0.989,0
1.138,1.54332,3869.483,140.4941178636379,6614.539,6.988,6.988,557.394,1.226,6.613,21.11,0.213,0.997,0
9.3,13.88988,72778.419,372.8469388416697,9773.982,644.811,644.811,1074.535,4.495,22.341,88.751,1.757,0.969,3
9.3,13.88988,72771.736,372.8446350070572,9759.806,644.762,644.762,1073.575,4.513,22.6,89.033,1.762,0.976,3
2.088,12.34656,4357.517,140.80911488703788,6865.286,22.408,22.408,554.318,1.243,6.651,22.891,0.205,0.951,0
5.14,7.7166,21634.641,201.51557580892512,8494.829,175.322,175.322,709.303,2.079,11.047,25.194,0.499,0.964,2
7.148,10.80324,39005.438,280.4429599623678,9118.188,332.341,332.341,811.075,2.985,15.585,43.184,0.855,0.994,3
4.161,6.17328,14718.294,162.0480614611419,7712.692,113.722,113.722,639.97,1.665,9.008,17.226,0.341,0.989,1
2.088,12.34656,4412.825,145.89545811295486,6753.99,31.276,31.276,540.036,1.261,6.845,0.0,0.172,0.99,0
3.144,12.34656,8377.695,145.2200156924331,7092.918,60.33,60.33,583.625,1.39,7.483,12.207,0.242,0.974,1
2.088,3.08664,4982.487,140.83278155169492,6832.976,22.46,22.46,578.048,1.263,6.827,23.444,0.231,0.954,0
1.138,1.54332,4407.385,137.4837390632131,6678.755,5.53,5.53,589.498,1.234,6.644,32.057,0.253,0.965,0
3.144,4.6299600000000005,8381.428,145.22221480729058,7169.607,60.388,60.388,584.33,1.386,7.395,12.194,0.241,0.953,1
7.148,12.34656,38992.03,280.447462911838,9127.236,332.305,332.305,820.054,2.972,15.495,43.617,0.864,0.977,3
2.088,3.08664,6007.541,145.80477080502126,6786.811,31.155,31.155,577.086,1.31,7.061,0.0,0.222,0.987,0
3.144,4.6299600000000005,8380.563,145.22169120851498,7149.854,60.366,60.366,585.687,1.387,7.425,12.259,0.243,0.957,1
5.14,7.7166,21626.358,201.5147380508841,8469.419,175.23,175.23,698.311,2.087,11.107,24.714,0.489,0.989,2
3.144,4.6299600000000005,8374.844,145.21834017635112,7042.869,60.306,60.306,571.185,1.392,7.48,11.731,0.232,0.999,1
5.14,7.7166,21636.549,201.5158899681905,8500.652,175.284,175.284,712.475,2.077,11.038,25.338,0.502,0.958,2
5.14,12.34656,21639.326,201.51777492378267,8512.876,175.361,175.361,707.521,2.073,10.941,25.02,0.495,0.953,2
7.148,10.80324,38996.938,280.4461015550214,9123.338,332.261,332.261,819.804,2.977,15.562,43.681,0.865,0.982,3
3.144,4.6299600000000005,8376.305,145.2191779343921,7073.821,60.324,60.324,567.148,1.391,7.421,11.548,0.229,0.994,1
3.144,4.6299600000000005,8375.404,145.21865433561652,7047.017,60.314,60.314,580.984,1.392,7.526,12.126,0.24,0.989,1
6.175,9.25992,29790.283,241.63989246081883,8819.462,246.205,246.205,791.169,2.505,13.336,35.255,0.698,0.961,2
6.175,9.25992,29761.32,241.5685783075824,8805.797,245.913,245.913,788.023,2.508,13.377,35.121,0.695,0.971,2
4.161,6.17328,14719.793,162.0485850599175,7730.98,113.751,113.751,647.567,1.663,9.025,17.552,0.347,0.978,1
3.144,12.34656,8375.599,145.21875905537163,7055.223,60.317,60.317,576.175,1.392,7.491,11.927,0.236,0.991,1
7.148,10.80324,38982.18,280.44851010938913,9132.429,332.077,332.077,854.747,2.963,15.679,45.881,0.908,0.95,3
6.175,9.25992,29762.003,241.56428479762243,8804.429,245.927,245.927,769.683,2.509,13.249,34.017,0.673,0.983,2
5.14,7.7166,21627.881,201.5133766940676,8470.682,175.219,175.219,713.586,2.086,11.205,25.531,0.505,0.978,2
5.14,7.7166,21633.465,201.5147380508841,8489.374,175.28,175.28,715.084,2.08,11.115,25.528,0.505,0.964,2
6.175,9.25992,29762.482,241.56690279150044,8797.205,245.981,245.981,759.866,2.512,13.216,33.458,0.662,0.994,2
7.148,10.80324,38976.554,280.44798651061353,9142.025,332.026,332.026,825.118,2.952,15.276,43.658,0.864,0.956,3
8.206,12.34656,50994.618,323.3274799197055,9324.287,437.961,437.961,926.818,3.56,18.183,60.171,1.191,0.954,3
9.3,13.88988,72773.322,372.8472530009351,9787.348,644.897,644.897,1103.03,4.483,22.464,91.104,1.803,0.951,3
1.138,1.54332,293.264,140.29724472401298,6708.892,6.984,6.984,451.442,1.094,5.83,10.615,0.077,0.958,0
3.144,4.6299600000000005,8378.61,145.22053929120867,7107.637,60.348,60.348,591.773,1.389,7.507,12.525,0.248,0.963,1
4.161,6.17328,14720.783,162.04889921918286,7744.335,113.764,113.764,650.304,1.662,9.019,17.661,0.35,0.972,1
7.148,12.34656,38990.711,280.4480912303687,9129.288,332.308,332.308,812.777,2.97,15.401,43.07,0.853,0.979,3
4.161,6.17328,14724.144,162.050784174775,7806.726,113.799,113.799,636.107,1.656,8.822,16.941,0.335,0.963,1
2.088,3.08664,3466.308,141.17710010652837,6828.336,22.995,22.995,530.118,1.216,6.542,19.602,0.173,0.959,0
8.206,12.34656,50997.474,323.3342867037883,9317.441,438.047,438.047,940.762,3.574,18.503,61.525,1.218,0.956,3
7.148,10.80324,39001.875,280.44494963771507,9121.158,332.413,332.413,806.737,2.981,15.497,42.819,0.848,0.993,3
2.088,3.08664,3100.542,144.01783290365938,6859.232,27.915,27.915,499.744,1.209,6.435,4.21,0.128,0.963,0
7.148,10.80324,38990.736,280.446625153797,9126.001,332.246,332.246,838.974,2.972,15.666,44.944,0.89,0.967,3
4.161,6.17328,14716.997,162.04753786236634,7692.041,113.726,113.726,640.833,1.667,9.05,17.29,0.342,0.995,1
8.206,12.34656,50993.638,323.320044817092,9303.624,438.084,438.084,912.255,3.591,18.444,59.565,1.179,0.986,3
