,Ритм магического ядра,Поток Энергий,Пламя Стихий,Печать Чародея,Эмульсия Истока,Дыхание Истока,Тип Вектора Мощи,Общая сила потоков,Общая сила ядра,Общее давление,Магическая производительность,Эффективность ядра,Магическая мощность
10800,143.08823563746216,6605.296,519.765,8.59,0.156,0.996,Слабый,2662.387,378546.0801730386,7.645,9.893076923076924,2426577.4370066575,-257.8861857
9425,145.21844489610626,7039.807,582.135,12.177,0.241,0.99,Ниже среднего,8495.655,1216209.5586504613,8.933,19.21145228215768,5046512.6914956905,-331.248726845
8883,148.08085468254706,6704.818,521.23,0.0,0.156,0.987,Слабый,3361.389,494439.45641049504,7.715,9.893076923076924,3169483.694939071,-258.4842858
1493,372.8461010836288,9778.534,1100.68,91.126,1.804,0.956,Сильный,74058.882,27131780.3569652,27.098,,15039789.554858757,17827.30594656
5876,372.84212173293423,9750.605,1085.247,90.385,1.789,0.975,Сильный,74051.56300000001,27128531.534154203,27.445,7.764046953605367,15164075.759728454,17147.715123935002
11889,143.42438605139623,6637.822,470.657,3.028,0.1,1.0,Слабый,1576.76,223705.32559734894,7.277,15.4332,2237053.2559734895,-193.09010110000003
8077,201.5148427706393,8474.054,700.85,24.831,0.492,0.984,Выше среднего,21978.42,4358344.077048166,13.186,15.684146341463414,8858422.920829605,-228.03604679999984
803,145.2213770492496,7133.301,595.546,12.661,0.251,0.953,Ниже среднего,8500.749,1216956.4466651052,8.883,,4848432.058426714,-313.16087338199986
4953,162.04921337844823,7752.492,648.094,17.55,0.347,0.971,Ниже среднего,14948.805,2385570.385480962,10.652,17.79043227665706,6874842.609455223,-324.9220250639998
1812,162.05099361428526,7814.631,641.424,17.175,0.34,0.957,Ниже среднего,14952.413,2386170.9015365317,10.498,18.15670588235294,7018149.710401564,-337.57200832000007
9103,201.5165182867212,8479.288,689.449,24.19,0.479,0.988,Выше среднего,21978.862,4358461.727625876,13.078,16.1098121085595,9099085.026358822,-291.61231546200025
990,146.6093326836056,6718.65,498.096,0.0,0.117,0.954,Слабый,1723.24,249563.97724867545,7.409000000000001,13.19076923076923,2133025.4465698753,-206.22779611200002
2774,145.22148176900473,7143.132,583.094,12.158,0.241,0.961,Ниже среднего,8500.897,1216979.3978828245,8.808,19.21145228215768,5049707.045156948,-324.57784756799987
9381,162.0479567413868,7706.652,641.286,17.293,0.342,0.99,Ниже среднего,14945.395,2385009.0255311485,10.692,18.050526315789472,6973710.60096827,-346.3372740960002
2448,148.47386792351114,6734.018,552.561,0.0,0.183,0.96,Слабый,3735.996,551258.5279901857,7.882,8.43344262295082,3012341.683006479,-264.59351423399994
3513,162.04921337844823,7758.138,654.429,17.832,0.353,0.965,Ниже среднего,14949.483,2385678.310257072,10.683,,6758295.496478958,-307.61231652900005
9069,280.4462062747765,9123.507,809.927,42.993,0.851,0.988,Сильный,39662.778,10936899.48511464,18.459,12.694759106933022,12851820.781568319,1161.2903375430003
10009,143.05357339851753,6779.353,599.753,14.318,0.265,0.992,Слабый,6935.5470000000005,984633.3110412208,8.461,11.647698113207547,3715597.40015555,-305.48825475499996
219,162.05172665257112,7841.379,640.381,17.098,0.338,0.95,Ниже среднего,14954.204,2386463.8274457813,10.445,,7060543.868182785,-337.5742737900001
7942,201.51672772623144,8484.866,691.041,24.252,0.48,0.983,Выше среднего,21980.75,4358841.88462901,13.058,16.07625,9080920.592977105,-281.79581855999965
1288,140.79550131887234,6830.42,570.511,23.462,0.222,0.955,Слабый,4763.074,664315.1322818327,8.036999999999999,13.903783783783783,2992410.505774021,-295.26779064600004
3163,201.5153663694149,8493.975,711.748,25.329,0.501,0.963,Выше среднего,21985.147999999997,4359693.866456692,13.147,15.402395209580838,8701983.76538262,-159.7393630439997
4678,323.32287225048026,9317.082,913.427,59.282,1.174,0.969,Сильный,51869.909999999996,16487456.709800584,21.747999999999998,10.516660988074959,14043830.24684888,4530.0931329039995
2618,372.843692529261,9768.73,1099.336,91.262,1.807,0.961,Сильный,74054.68800000001,27130048.092692338,27.279,7.6867072495849476,15013861.700438483,17909.977038408
3612,162.04994641673406,7780.009,644.682,17.363,0.344,0.965,Ниже среднего,14950.464,2385843.5355994697,10.58,,6935591.673254273,-332.3536873599999
43,323.3355433408497,9320.04,947.943,62.051,1.228,0.95,Сильный,51873.914,16489440.819124272,22.12,10.054201954397394,13427883.403195662,5757.084008479999
9549,140.90692313831963,6647.113,628.527,19.224,0.299,0.99,Слабый,6651.774,935247.1572228944,8.353,5.161605351170569,3127916.9137889445,-268.41886873099986
8874,147.30781345025372,6696.635,493.493,0.0,0.123,0.987,Слабый,2389.4320000000002,348817.83147515525,7.482,12.547317073170731,2835917.329066303,-223.17579700200002
8730,141.33700717259612,6624.807,598.024,18.969,0.255,0.987,Слабый,5072.152,714761.5978008515,8.139,6.052235294117647,2802986.6580425547,-286.36159932
3792,162.04952753771357,7765.774,649.504,17.599,0.348,0.966,Ниже среднего,14949.708,2385719.7205327353,10.637,17.739310344827587,6855516.438312459,-320.1801672959999
3571,323.3294695950528,9311.605,935.773,61.272,1.213,0.965,Сильный,51872.579999999994,16488621.50346579,22.136,10.178532563891178,13593257.628578557,5364.098430264001
11909,145.21865433561652,7058.231,565.378,11.484,0.227,1.0,Ниже среднего,8496.11,1216276.5158894868,8.823,20.396299559471366,5358046.325504347,-341.72532466199993
1503,148.15866146060094,6738.901,581.62,0.0,0.216,0.956,Слабый,4616.31,680558.2182169057,8.073,7.1450000000000005,3150732.491744934,-269.20290384
7965,145.60056728253792,6639.844,549.859,4.448,0.185,0.984,Слабый,3571.072,517074.2066018226,7.895,8.342270270270271,2794995.7113612033,-271.8728910749999
11730,162.0474331426112,7687.117,635.992,17.072,0.338,1.0,Ниже среднего,14943.956,2384772.6703175693,10.693999999999999,,7055540.444726536,-361.48611657600014
7596,144.85915141629073,6661.76,475.793,1.115,0.099,0.982,Слабый,1426.739,203957.7739970491,7.2940000000000005,15.589090909090908,2060179.5353237283,-187.89703594200003
3439,142.97210142903444,6835.26,500.692,9.07,0.132,0.964,Слабый,2918.4359999999997,409802.6499912586,7.616,23.383636363636363,3104565.530236807,-236.557956096
1892,145.22043457145355,7098.524,600.601,12.881,0.255,0.958,Ниже среднего,8499.124000000002,1216718.3743038962,8.953,18.15670588235294,4771444.605113318,-309.117947985
11499,280.4316502288149,9110.347,819.07,43.907,0.869,0.999,Сильный,39682.524000000005,10941713.869637761,18.785,12.43180667433832,12591155.200964052,1356.048386550001
11124,141.61660891876556,6620.22,582.035,17.035,0.24,0.997,Слабый,4864.038,686677.1276893207,8.06,6.4305,2861154.6987055033,-297.8298960000001
9066,162.0491086586931,7744.143,627.474,16.612,0.329,0.988,Ниже среднего,14947.130000000001,2385301.300794672,10.533,18.763768996960486,7250155.929467089,-376.08133378199983
5255,372.8447397268122,9761.765,1080.621,89.659,1.775,0.972,Сильный,74059.811,27132015.733602505,27.166,7.825284507042253,15285642.666818313,16617.504002650006
1955,145.220853450474,7116.545,594.869,12.643,0.25,0.958,Ниже среднего,8499.844000000001,1216825.571539298,8.901,18.519840000000002,4867302.286157192,-314.0517577499999
11239,323.26737078026684,9290.45,920.384,60.574,1.199,0.998,Сильный,51854.609000000004,16479751.284598103,22.406000000000002,10.297381150959133,13744579.887070978,4953.438176896001
5167,141.8953729068941,6770.513,515.634,15.171,0.15,0.972,Слабый,2997.312,418439.805817073,7.728,,2789598.705447153,-255.44826719999998
4814,372.845368045343,9766.49,1080.254,89.501,1.772,0.97,Сильный,74062.578,27133077.460145216,27.066,7.838532731376975,15312120.4628359,16510.749569807995
3575,145.2203298516984,7095.388,593.293,12.593,0.249,0.965,Ниже среднего,8498.796,1216670.7359711742,8.919,18.594216867469882,4886227.85530592,-316.928129517
6460,323.3225580912149,9308.559,918.218,59.917,1.186,0.977,Сильный,51870.210999999996,16487523.783528293,21.995,10.410252951096123,13901790.711238021,4753.351503259999
1505,145.22116760973938,7126.328,594.164,12.61,0.25,0.956,Ниже среднего,8500.320000000002,1216895.5865449074,8.884,18.519840000000002,4867582.34617963,-315.017756
9705,162.0484803401624,7723.871,632.13,16.851,0.334,0.991,Ниже среднего,14946.108,2385131.948286085,10.6,18.482874251497005,7141113.617623009,-367.741348
670,201.51767020402752,8512.948,708.998,25.099,0.497,0.952,Выше среднего,21990.157,4360735.377332278,13.024000000000001,15.52635814889336,8774115.447348647,-174.7820018559997
6491,145.2201204121882,7098.906,578.355,11.991,0.237,0.977,Ниже среднего,8498.529,1216630.7883739264,8.838000000000001,19.53569620253165,5133463.242084078,-330.20416287
7048,144.2326131214098,6770.071,507.531,3.237,0.133,0.98,Слабый,3192.054,452243.95462921663,7.788,23.20781954887218,3400330.4859339595,-236.64910407600004
9784,142.9655040844619,6783.46,598.733,14.577,0.264,0.991,Слабый,6902.032,979280.8209126247,8.445,,3709397.048911457,-306.03403116000015
10621,143.84064707799692,6752.922,607.709,10.758,0.269,0.995,Слабый,7051.6539999999995,1006355.1959647314,8.565000000000001,11.47449814126394,3741097.382768518,-295.58053963500015
1085,241.61633051591693,8840.516,780.537,34.498,0.683,0.954,Выше среднего,30289.143,7199323.649997154,15.641,,10540737.40848778,475.7799972110004
897,280.4475676315932,9141.507,831.146,44.081,0.873,0.953,Сильный,39640.208999999995,10930776.839704122,18.285,12.374845360824743,12520935.669764172,1518.7970445299993
3306,162.04952753771357,7766.351,652.207,17.721,0.351,0.964,Ниже среднего,14949.838,2385742.407466591,10.653,,6796986.915859234,-313.31903697900003
7914,162.04952753771357,7759.195,627.984,16.619,0.329,0.983,Ниже среднего,14948.204000000002,2385478.2667367044,10.51,,7250693.819868402,-373.4966446399999
6239,145.2200156924331,7096.064,580.367,12.074,0.239,0.976,Ниже среднего,8498.478000000001,1216622.795267909,8.852,19.37221757322176,5090471.946727653,-329.2615325240001
2666,145.2207487307189,7112.219,592.685,12.559,0.249,0.961,Ниже среднего,8499.583999999999,1216786.065358856,8.895,18.594216867469882,4886691.025537575,-317.42194432500014
7646,241.58501930913613,8810.757,764.801,33.687,0.667,0.982,Выше среднего,30259.005,7191279.388651503,15.687,13.88293853073463,10781528.318817845,301.35145842900044
3193,323.32601384313386,9316.772,926.679,60.377,1.195,0.963,Сильный,51870.828,16487903.378346043,21.910999999999998,10.331849372384937,13797408.684808403,4992.671244954999
2890,141.0675632426732,6805.628,536.447,20.701,0.179,0.962,Слабый,3609.232,502708.6505067167,7.8149999999999995,17.243798882681567,2808428.2151213223,-279.151698405
6003,147.53484587935316,6706.589,503.476,0.0,0.13,0.975,Слабый,2415.035,353075.2294388622,7.529999999999999,11.871692307692307,2715963.303375863,-227.6177436
7739,372.84107453538303,9740.414,1077.334,89.872,1.779,0.983,Сильный,74047.862,27127345.39066828,27.535999999999998,7.807689713322091,15248648.33651955,16720.773009696
9115,323.3180551417448,9306.281,901.732,58.624,1.161,0.988,Сильный,51869.281,16487010.933322093,21.854,10.634418604651163,14200698.478313603,4205.034175607999
8455,201.5132719743125,8463.258,709.451,25.343,0.502,0.986,Выше среднего,21975.755999999998,4357795.036089698,13.306000000000001,15.371713147410357,8680866.60575637,-177.33701898799987
2621,145.22043457145355,7099.372,596.752,12.728,0.252,0.961,Ниже среднего,8499.067,1216711.258502602,8.932,18.372857142857146,4828219.27977223,-313.4283102720001
11249,372.83856126126017,9723.141,1061.28,88.735,1.757,0.998,Сильный,74044.367,27125637.99181644,27.655,7.905452475811042,15438610.126247263,15805.301528799999
6202,145.35353338021062,6810.72,521.867,0.0,0.151,0.976,Слабый,3924.112,561576.5739921781,7.893,20.44132450331126,3719050.1588885966,-255.21291711900005
9221,241.5689971866028,8796.223,768.846,34.013,0.673,0.989,Выше среднего,30253.87,7189568.7640597625,15.8,13.759167904903416,10682865.919851057,349.2646564000001
11214,147.54165266343594,6678.9,533.251,0.0,0.172,0.997,Слабый,3889.855,570714.2765416384,7.84,8.97279069767442,3318106.2589630145,-273.40297152
8361,138.46370653162285,6631.861,486.604,23.371,0.131,0.985,Слабый,1273.065,174634.1651977591,7.1979999999999995,11.781068702290076,1333085.2305172451,-235.164965448
5813,372.8457869243635,9767.737,1069.801,88.463,1.751,0.974,Сильный,74067.29000000001,27134613.494517453,26.901999999999997,7.93254140491148,15496638.203607913,15723.830293001995
2,145.220853450474,7111.811,606.002,13.086,0.259,0.95,Ниже среднего,8499.945,1216838.7866369619,8.963,17.876293436293437,4698219.253424563,-301.7795671660001
5970,162.04952753771357,7761.285,638.394,17.097,0.338,0.975,Ниже среднего,14948.84,2385585.543523934,10.573,18.26414201183432,7057945.395041225,-348.81202444400003
2370,162.04973697722383,7775.494,654.066,17.795,0.352,0.96,Ниже среднего,14950.527,2385851.957575924,10.648000000000001,17.537727272727274,6777988.515840694,-307.0964976639999
3804,280.4469393130624,9127.503,837.572,44.816,0.887,0.966,Сильный,39653.736,10934393.95375055,18.599,12.179526493799324,12327388.899380554,1675.6650760360003
1769,241.6202051468564,8835.163,781.114,34.562,0.684,0.957,Выше среднего,30287.58,7199082.710677971,15.676,13.537894736842103,10524974.723213408,483.7296317760004
10137,162.04816618089703,7711.756,634.706,16.984,0.336,0.993,Ниже среднего,14945.397,2385018.265875629,10.64,,7098268.648439372,-362.13010176
8398,144.09385944587623,6808.215,598.628,8.922,0.259,0.985,Слабый,6987.080999999999,998690.4761448407,8.459999999999999,11.917528957528956,3855947.784343014,-301.0012840799999
6079,201.51714660525192,8493.331,694.179,24.386,0.483,0.975,Выше среднего,21983.125,4359321.890626725,13.032,15.97639751552795,9025511.160717856,-263.24044437600014
531,148.27573814682475,6737.277,533.721,0.0,0.158,0.952,Слабый,2875.5759999999996,422969.2947772982,7.705,9.767848101265823,2677020.8530208743,-246.25243181
10592,372.8411792551382,9731.357,1059.994,88.423,1.75,0.995,Сильный,74049.012,27127715.41154347,27.487,7.937074285714286,15501551.663739126,15584.840386499995
10316,145.21708353928972,7018.615,584.376,12.28,0.243,0.994,Ниже среднего,8494.611,1216052.0688534349,8.974,19.053333333333335,5004329.501454465,-330.64372756800003
6476,241.63936886204323,8816.73,767.481,33.836,0.67,0.977,Выше среднего,30282.559,7198453.471516719,15.681000000000001,13.820776119402984,10743960.405248834,330.74788586999995
6977,145.2201204121882,7099.502,575.916,11.892,0.235,0.979,Ниже среднего,8498.464,1216624.8343489897,8.825,19.701957446808514,5177126.954676552,-331.99420549999985
10633,201.5143191718637,8462.13,697.186,24.685,0.489,0.995,Выше среднего,21974.533,4357552.287744913,13.229,15.780368098159508,8911149.872688984,-251.08702853399976
10105,323.3011952611705,9295.073,919.305,60.373,1.195,0.993,Сильный,51865.919,16485067.489043571,22.3,10.331849372384937,13795035.555684997,4884.803292499999
3120,280.44725347232776,9129.983,837.534,44.76,0.886,0.963,Сильный,39650.636,10933611.97593835,18.551,12.193273137697517,12340419.8374022,1668.8317093239998
10754,372.84421612803663,9747.453,1044.508,86.545,1.713,0.995,Сильный,74064.479,27133695.697321445,26.983999999999998,8.108511383537653,15839869.058564765,14260.347920736001
6259,201.51609940770075,8486.962,699.269,24.689,0.489,0.976,Выше среднего,21981.833,4359059.432955884,13.102,15.780368098159508,8914231.969234938,-235.33103581799995
731,145.220853450474,7112.614,602.104,12.932,0.256,0.953,Ниже среднего,8499.868,1216829.3472814877,8.942,18.08578125,4753239.637818311,-306.50829619199993
3406,201.51547108917,8493.918,710.26,25.25,0.5,0.964,Выше среднего,21985.033,4359664.897123242,13.137,15.4332,8719329.794246484,-169.07319000000007
2339,372.84840491824144,9787.134,1083.358,89.234,1.766,0.959,Сильный,74071.473,27136440.456017047,26.674999999999997,7.865164212910532,15366047.82333921,16363.358031899998
5991,280.44735819208285,9127.693,822.374,43.768,0.867,0.975,Сильный,39655.659,10934959.120976709,18.476,12.460484429065744,12612409.597435651,1383.5985028080001
6328,143.09294802644254,6764.433,504.808,8.942,0.133,0.977,Слабый,2865.127,402466.802942873,7.710999999999999,23.20781954887218,3026066.187540398,-237.101961096
2798,372.8476718799556,9784.226,1081.911,89.178,1.765,0.961,Сильный,74070.87400000001,27136306.196496833,26.718,7.869620396600567,15374677.731726252,16312.218422970001
8281,146.0707589830252,6787.858,558.235,0.0,0.196,0.985,Слабый,5300.332,764986.8797284833,8.227,,3902994.284328996,-286.64464038
2565,144.0068373293718,6735.83,460.718,0.0,0.081,0.96,Слабый,935.525,132137.64978984764,7.0840000000000005,19.053333333333335,1631329.0097512053,-157.95791272800003
2581,323.31994009733694,9311.778,944.707,62.011,1.228,0.961,Сильный,51870.596,16487586.536644783,22.253,10.054201954397394,13426373.401176533,5703.270237588
9755,372.84390196877126,9745.783,1054.691,87.569,1.733,0.991,Сильный,74060.062,27132049.099223334,27.147,8.014933641084824,15656116.041098287,14993.057431941003
8859,162.0494228179585,7752.269,625.381,16.506,0.327,0.987,Ниже среднего,14947.611,2385381.9262789795,10.506,18.878532110091744,7294745.951923485,-380.02737097800014
9566,372.84442556754686,9751.158,1051.513,87.129,1.725,0.99,Сильный,74064.138,27133591.25619753,27.0,8.052104347826086,15729618.1195348,14695.017974999997
7856,372.84400668852646,9752.023,1065.896,88.493,1.752,0.983,Сильный,74059.65999999999,27131874.77186036,27.168,,15486229.89261436,15702.500653055997
383,241.61455028007987,8843.818,782.138,34.576,0.685,0.951,Выше среднего,30289.886000000002,7199441.909896602,15.635,13.518131386861311,10510134.175031535,494.13682655000036
10699,323.3174268232141,9300.015,903.293,58.926,1.167,0.995,Сильный,51869.295000000006,16486960.140960827,22.011,10.579742930591259,14127643.651208935,4297.228022241
11297,145.21708353928972,7022.516,578.658,12.046,0.238,0.998,Ниже среднего,8494.579,1216048.293209263,8.938,19.453613445378153,5109446.610122954,-334.704825448
1255,201.5149474903944,8498.107,719.886,25.744,0.51,0.955,Выше среднего,21987.135,4360077.556831076,13.178,15.130588235294116,8549171.680060932,-108.29864892000023
2104,323.32580440362364,9323.226,921.007,59.726,1.182,0.958,Сильный,51870.125,16487744.938154723,21.699,10.445482233502538,13949022.790317025,4745.099867525999
11087,372.84149341440354,9731.913,1055.243,87.954,1.741,0.997,Сильный,74051.95700000001,27128670.746170722,27.418,7.978104537622055,15582234.776663251,15238.980963333997
9902,145.21834017635112,7037.973,580.468,12.111,0.24,0.992,Ниже среднего,8495.491999999998,1216186.1727761193,8.928,19.291500000000003,5067442.386567164,-333.2615270400001
11410,323.31627490590773,9298.829,900.333,58.715,1.162,0.998,Сильный,51869.112,16486867.452909503,22.003,10.62526678141136,14188354.090283567,4201.581676837999
10911,162.0484803401624,7720.777,626.523,16.595,0.329,0.996,Ниже среднего,14945.634,2385053.840918561,10.57,18.763768996960486,7249403.771788939,-380.70955180999994
4994,372.8448444465674,9760.373,1084.368,90.054,1.783,0.971,Сильный,74056.65299999999,27130756.427306876,27.243,7.790173864273696,15216352.455023486,16921.720942991993
10692,143.45894357058577,6640.959,471.439,2.832,0.099,0.995,Слабый,1487.693,210968.85744863702,7.27,15.589090909090908,2130998.5600872426,-190.41248853
8948,145.21854961586138,7041.646,583.809,12.243,0.242,0.988,Ниже среднего,8495.746000000001,1216225.3931926861,8.939,19.132066115702482,5025724.765259034,-329.225354458
5057,372.8462058033839,9766.189,1078.269,89.318,1.768,0.971,Сильный,74063.049,27133139.544853095,27.046,7.856266968325792,15346798.385097904,16366.389037231998
658,140.83047771708232,6857.958,550.843,22.527,0.2,0.952,Слабый,4241.454,591004.3945512653,7.875,15.4332,2955021.972756326,-291.6222750000001
4434,280.4486148291443,9135.609,818.04,43.304,0.857,0.968,Сильный,39647.713,10932813.888712054,18.293,12.605880980163361,12757075.716116749,1286.1493660399992
3484,144.03783437688722,6854.557,500.012,3.806,0.128,0.964,Слабый,3158.9010000000003,446953.00101734046,7.649000000000001,24.114375,3491820.320447972,-231.04924313600003
11326,201.51421445210852,8458.509,696.633,24.671,0.488,0.998,Выше среднего,21973.087,4357280.800290964,13.245999999999999,15.812704918032786,8928854.098956892,-254.47017761599972
5318,372.84599636387367,9767.519,1074.578,88.928,1.76,0.972,Сильный,74065.38900000001,27133938.598966215,26.969,7.891977272727273,15417010.56759444,16070.75374432
3816,138.50077732493523,6645.584,492.502,23.078,0.131,0.966,Слабый,1010.548,138289.97914184668,7.193,11.781068702290076,1055648.6957392877,-229.444025934
6773,241.6283732877557,8822.863,759.541,33.318,0.66,0.978,Выше среднего,30284.443,7198597.0879279105,15.588,14.030181818181816,10906965.284739258,242.19169128000058
8193,162.0480614611419,7713.656,645.294,17.468,0.346,0.985,Ниже среднего,14946.08,2385120.2733258405,10.704999999999998,17.84184971098266,6893411.1945833545,-335.96867458
10617,280.4398183697142,9115.215,815.479,43.553,0.862,0.995,Сильный,39674.437,10939797.183466261,18.661,12.532761020881672,12691180.027223041,1278.481867578001
2546,372.8481954787312,9783.82,1084.746,89.462,1.771,0.96,Сильный,74069.291,27135631.79174981,26.765,7.842958780350085,15322208.803924229,16530.844627990005
7952,241.63339983600144,8818.652,755.973,33.123,0.656,0.983,Выше среднего,30283.414,7198470.651972739,15.587,14.115731707317071,10973278.432885272,204.22536305599957
6479,372.844530287302,9761.199,1069.892,88.644,1.755,0.977,Сильный,74064.105,27133459.806122463,27.037,7.914461538461539,15460660.85818944,15843.153697020001
1621,141.84049975521145,6862.118,509.762,15.106,0.147,0.956,Слабый,3091.429,431645.46284256567,7.612,,2936363.6928065694,-253.15217743199997
11242,144.3392178321216,6727.541,503.054,1.917,0.13,0.998,Слабый,3243.8450000000003,460004.0353583474,7.812,23.743384615384613,3538492.5796795953,-236.57063976000003
7260,280.442226924082,9117.247,833.818,44.778,0.887,0.981,Сильный,39668.277,10938194.464323973,18.766,12.179526493799324,12331673.578719249,1628.2238455559996
3904,323.32517608509283,9315.497,923.593,60.161,1.191,0.966,Сильный,51870.62699999999,16487782.735783763,21.903,10.366549118387908,13843646.293689137,4893.6397294889985
1847,145.22179592827013,7155.027,584.103,12.192,0.241,0.957,Ниже среднего,8501.454,1217063.209571972,8.798,19.21145228215768,5050054.811501958,-322.06994324600015
10616,241.5716151804808,8789.097,766.946,33.937,0.672,0.995,Выше среднего,30253.784,7189606.579821664,15.828000000000001,13.779642857142855,10698819.315210808,329.1545295360003
1096,323.3307262321142,9322.285,931.903,60.645,1.201,0.954,Сильный,51871.442,16488413.342892686,21.849,10.280233139050791,13728903.699327799,5140.6218610470005
6811,323.3065359686816,9301.912,930.621,61.112,1.21,0.979,Сильный,51866.820999999996,16485701.914041134,22.282,10.203768595041323,13624547.036397632,5247.21959762
8614,144.50362784765946,6803.515,597.237,6.719,0.256,0.986,Слабый,6932.423,993422.1249404892,8.47,12.0571875,3880555.175548786,-300.88258816000007
10979,372.84390196877126,9745.529,1044.292,86.572,1.714,0.996,Сильный,74064.644,27133492.750811752,27.019,,15830509.189505106,14277.177013271994
11313,144.22276946442855,6620.442,513.294,5.597,0.148,0.998,Слабый,2670.033,382476.6212781226,7.6240000000000006,10.427837837837838,2584301.49512245,-251.29076051200002
5499,140.5893081210417,6654.757,455.12,10.675,0.082,0.973,Слабый,424.899,57743.8247566311,7.006,18.820975609756097,704192.9848369645,-161.36331296
11031,280.4338493436724,9111.27,820.342,43.976,0.871,0.997,Сильный,39680.343,10941253.107809434,18.776,12.403260619977038,12561714.245475814,1379.3202964319996
2463,280.4475676315932,9133.991,834.445,44.464,0.88,0.96,Сильный,39646.83,10932577.03264075,18.451,12.276409090909091,12423382.991637215,1598.4396516000008
10538,372.83856126126017,9725.615,1065.345,89.068,1.763,0.995,Сильный,74043.482,27125502.651418705,27.659000000000002,7.878547929665343,15385991.294054853,16059.789964865
3700,144.01406299247506,6847.061,500.73,4.233,0.129,0.965,Слабый,3147.875,445303.72396808723,7.66,23.927441860465116,3451966.8524657926,-232.4796978
6684,280.44683459330724,9125.75,821.409,43.742,0.866,0.978,Сильный,39658.135,10935632.53073809,18.506,,12627751.19022874,1368.7813741639998
10061,372.844530287302,9751.525,1046.859,86.67,1.716,0.992,Сильный,74066.615,27134363.581263877,26.933,8.094335664335665,15812566.189547714,14366.979107051997
11725,323.2818221064734,9290.331,916.956,60.302,1.194,1.0,Сильный,51860.132,16482254.729622552,22.373,10.340502512562814,13804233.441894935,4833.943134072
1788,280.44777707110336,9136.991,833.441,44.332,0.878,0.957,Сильный,39643.985,10931798.541123971,18.387,12.304373576309796,12450795.604924796,1573.0666516260007
250,323.3302026333386,9318.315,950.392,62.303,1.233,0.951,Сильный,51873.068999999996,16488894.593457567,22.19,10.013430656934306,13372988.315861773,5865.823005840002
7704,146.26867932020133,6703.663,596.731,0.0,0.246,0.982,Слабый,5934.747,865079.6292083738,8.254999999999999,6.273658536585366,3516583.8585706255,-282.81773637
6314,241.62502225559183,8826.012,759.507,33.299,0.659,0.976,Выше среднего,30285.478,7198733.804810802,15.57,14.051471927162366,10923723.527785739,241.19662940999947
9286,323.3187881800306,9302.831,908.221,59.255,1.173,0.989,Сильный,51869.449,16487141.429075345,22.005000000000003,10.525626598465474,14055534.040132433,4445.345202165001
3645,147.73705972648924,6726.62,584.649,0.0,0.223,0.965,Слабый,4969.974999999999,730957.9117234522,8.122,6.920717488789237,3277838.1691634627,-274.127839306
1776,162.0506794550199,7806.533,644.884,17.342,0.343,0.957,Ниже среднего,14952.104,2386115.2296354403,10.534,17.99790087463557,6956604.168033353,-329.216868792
192,162.05151721306086,7835.232,642.949,17.222,0.341,0.95,Ниже среднего,14953.932999999999,2386417.799471043,10.472000000000001,18.103460410557183,6998292.667070507,-332.2806545520002
820,140.92451605717977,6835.858,583.912,23.197,0.238,0.953,Слабый,5240.669000000001,732161.6264402448,8.133000000000001,12.969075630252101,3076309.354790945,-294.38974555199997
11488,201.51285309529203,8450.535,703.817,25.097,0.497,0.999,Выше среднего,21971.613,4356953.125062431,13.341,15.52635814889336,8766505.281815756,-213.38864129099994
10679,241.5681594285619,8796.195,759.373,33.434,0.662,0.995,Выше среднего,30254.406,7189670.895583617,15.731,13.987794561933534,10860530.053751687,243.40459890600053
9171,145.4050554997295,6638.208,555.677,4.537,0.194,0.989,Слабый,3936.5730000000003,569565.997492935,7.952,7.9552577319587625,2935907.20357183,-278.182128224
8180,372.8447397268122,9759.313,1056.299,87.383,1.73,0.984,Сильный,74068.106,27134813.933374155,26.898,8.028832369942197,15684863.54530298,14904.64632846
8740,146.02531060930326,6780.761,566.11,0.0,0.206,0.987,Слабый,5588.023,806781.2256230746,8.296,14.98368932038835,3916413.716616867,-290.33793263999996
4400,372.84704356142487,9773.512,1077.356,89.035,1.762,0.968,Сильный,74067.261,27134849.240651507,26.883000000000003,7.883019296254257,15400027.945886213,16169.298439176002
9070,323.3187881800306,9304.208,906.818,59.101,1.17,0.988,Сильный,51869.586,16487124.93981715,21.959,10.552615384615386,14091559.777621496,4388.66118054
5388,280.4447401982049,9121.068,839.126,45.06,0.892,0.973,Сильный,39661.824,10936521.481972769,18.734,,12260674.307144359,1723.3105357279999
4166,372.8474624404453,9774.6,1078.479,89.113,1.764,0.967,Сильный,74066.644,27134672.0495531,26.875,7.874081632653061,15382467.148272732,16236.073192500002
8223,280.44170332530643,9116.874,828.074,44.391,0.879,0.985,Сильный,39669.545,10938585.169739563,18.728,12.29037542662116,12444351.728941482,1515.7140854879995
11164,201.51547108917,8466.52,689.599,24.253,0.48,0.997,Выше среднего,21974.844,4357650.749989706,13.151,16.07625,9078439.062478555,-292.9053844799997
4951,142.39184926591642,6780.812,509.031,12.447,0.141,0.971,Слабый,2888.2200000000003,404126.2943733769,7.692,21.891063829787235,2866143.9317260776,-246.16422226799997
2687,241.62638361240843,8828.744,781.186,34.602,0.685,0.961,Выше среднего,30285.804999999997,7198837.428197839,15.713999999999999,13.518131386861311,10509251.719996845,486.38617074000035
